Transaction_ID,Date,Department,Expense_Category,Region,Payment_Method,Revenue,Expense,Profit,Manager,Employees_Count,Country,Currency
605,2025-05-18,IT,Utilities,South,"Bank Transfer",34180,20674,13506,Neha,51,India,INR
606,2025-01-06,Support,Supplies,West,UPI,12689,8154,4535,Kabir,49,India,INR
607,2025-08-09,Support,Maintenance,Central,UPI,93719,26241,67478,Kabir,49,India,INR
608,2025-03-08,Operations,Training,International,Card,70057,3748,66309,Karan,55,US,USD
609,2025-01-04,Procurement,Supplies,East,Cash,111858,11056,100802,Tara,45,India,INR
610,2025-05-08,Legal,Contractors,South,Card,149465,66673,82792,Shruti,38,India,INR
611,2025-10-01,Finance,Travel,Online,"Bank Transfer",109499,62229,47270,Vikram,49,Online,Mixed
612,2025-05-27,IT,Supplies,International,UPI,77077,22320,54757,Neha,51,US,USD
613,2025-09-20,Sales,Utilities,Central,Card,95008,22562,72446,Sonia,12,India,INR
614,2025-10-06,IT,Utilities,Corporate,"Bank Transfer",120348,75168,45180,Neha,51,India,INR
615,2025-06-08,IT,Training,South,"Bank Transfer",20339,6360,13979,Neha,51,India,INR
616,2025-02-13,Finance,Supplies,South,Cash,134986,27097,107889,Vikram,49,India,INR
617,2025-07-27,Marketing,Maintenance,Online,Cash,55816,20015,35801,Ravi,33,Online,Mixed
618,2025-06-08,Finance,Travel,South,Cash,37015,20158,16857,Vikram,49,India,INR
619,2025-11-13,Legal,Supplies,International,Card,79432,9130,70302,Shruti,38,US,USD
620,2025-09-14,R&D,Utilities,North,Card,40432,20609,19823,Divya,55,India,INR
621,2025-10-24,Finance,Maintenance,North,Card,78802,21221,57581,Vikram,49,India,INR
622,2025-03-14,Support,Training,South,Card,62990,42019,20971,Kabir,49,India,INR
623,2025-11-13,Finance,Travel,East,Cash,39317,27284,12033,Vikram,49,India,INR
624,2025-01-11,Marketing,Advertising,Central,UPI,65639,49868,15771,Ravi,33,India,INR
625,2025-04-22,R&D,Utilities,East,Card,31763,14713,17050,Divya,55,India,INR
626,2025-03-14,Support,Software,Online,Cash,70811,21359,49452,Kabir,49,Online,Mixed
627,2025-03-28,IT,Maintenance,Central,Card,31959,16707,15252,Neha,51,India,INR
628,2025-11-20,Support,Training,South,UPI,25941,12899,13042,Kabir,49,India,INR
629,2025-04-24,Marketing,Travel,International,Card,98532,60878,37654,Ravi,33,US,USD
630,2025-07-27,Procurement,Utilities,International,Card,99026,74605,24421,Tara,45,US,USD
631,2025-01-26,Procurement,Utilities,West,UPI,107318,53064,54254,Tara,45,India,INR
632,2025-01-09,Support,Training,North,"Bank Transfer",52687,29639,23048,Kabir,49,India,INR
633,2025-05-11,IT,Software,North,UPI,112325,65524,46801,Neha,51,India,INR
634,2025-01-16,Sales,Travel,Corporate,Cash,39563,4107,35456,Sonia,12,India,INR
635,2025-03-08,Support,Maintenance,International,Cash,84814,50443,34371,Kabir,49,US,USD
636,2025-12-19,Operations,Supplies,International,"Bank Transfer",144185,9662,134523,Karan,55,US,USD
637,2025-04-23,Legal,Advertising,Corporate,UPI,36968,19229,17739,Shruti,38,India,INR
638,2025-03-17,R&D,Advertising,Corporate,"Bank Transfer",144642,87507,57135,Divya,55,India,INR
639,2025-03-02,Finance,Contractors,International,Card,7542,2841,4701,Vikram,49,US,USD
640,2025-04-27,HR,Utilities,North,UPI,129351,13524,115827,Amit,53,India,INR
641,2025-12-18,Procurement,Travel,South,UPI,146193,18683,127510,Tara,45,India,INR
642,2025-12-18,HR,Utilities,Corporate,Cash,78636,22484,56152,Amit,53,India,INR
643,2025-12-10,Procurement,Travel,South,UPI,55348,39608,15740,Tara,45,India,INR
644,2025-12-12,Support,Advertising,International,Cash,57560,4490,53070,Kabir,49,US,USD
645,2025-10-25,Sales,Supplies,Online,UPI,33435,8398,25037,Sonia,12,Online,Mixed
646,2025-04-03,R&D,Training,East,Card,56291,30397,25894,Divya,55,India,INR
647,2025-06-01,HR,Utilities,East,Cash,75498,28595,46903,Amit,53,India,INR
648,2025-12-07,Legal,Advertising,Central,Card,46189,20382,25807,Shruti,38,India,INR
649,2025-11-15,Marketing,Maintenance,Central,Cash,60384,4860,55524,Ravi,33,India,INR
650,2025-03-15,Procurement,Supplies,Central,Cash,40364,24285,16079,Tara,45,India,INR
651,2025-01-01,Marketing,Utilities,Corporate,Card,73346,56917,16429,Ravi,33,India,INR
652,2025-11-24,HR,Utilities,South,Card,140037,9920,130117,Amit,53,India,INR
653,2025-11-11,IT,Supplies,North,"Bank Transfer",32411,17573,14838,Neha,51,India,INR
654,2025-02-18,HR,Software,West,"Bank Transfer",79495,32499,46996,Amit,53,India,INR
655,2025-03-21,Procurement,Software,International,Cash,117929,23005,94924,Tara,45,US,USD
656,2025-08-02,Finance,Software,Corporate,Cash,130432,79812,50620,Vikram,49,India,INR
657,2025-04-08,Procurement,Advertising,Corporate,Cash,87134,59542,27592,Tara,45,India,INR
658,2025-02-17,Operations,Training,North,"Bank Transfer",65615,2822,62793,Karan,55,India,INR
659,2025-09-06,Sales,Travel,East,"Bank Transfer",52949,2232,50717,Sonia,12,India,INR
660,2025-06-01,IT,Travel,North,UPI,58584,44989,13595,Neha,51,India,INR
661,2025-10-16,HR,Training,Central,Cash,103895,9869,94026,Amit,53,India,INR
662,2025-03-09,HR,Advertising,East,UPI,27073,15225,11848,Amit,53,India,INR
663,2025-12-04,Sales,Software,Corporate,"Bank Transfer",28401,15181,13220,Sonia,12,India,INR
664,2025-03-25,HR,Advertising,Online,Card,91982,46484,45498,Amit,53,Online,Mixed
665,2025-11-21,Sales,Maintenance,Online,"Bank Transfer",72387,39671,32716,Sonia,12,Online,Mixed
666,2025-11-06,IT,Advertising,Central,Cash,99021,31511,67510,Neha,51,India,INR
667,2025-11-28,R&D,Contractors,North,Card,38607,18058,20549,Divya,55,India,INR
668,2025-11-17,Marketing,Supplies,Corporate,"Bank Transfer",137776,10809,126967,Ravi,33,India,INR
669,2025-12-03,HR,Advertising,South,Cash,23477,16429,7048,Amit,53,India,INR
670,2025-10-14,Legal,Supplies,Corporate,"Bank Transfer",81837,23919,57918,Shruti,38,India,INR
671,2025-10-16,HR,Supplies,East,Cash,101081,55322,45759,Amit,53,India,INR
672,2025-09-26,Marketing,Contractors,East,Card,53376,38168,15208,Ravi,33,India,INR
673,2025-12-11,IT,Utilities,Online,Cash,43775,28951,14824,Neha,51,Online,Mixed
674,2025-02-03,Legal,Utilities,South,UPI,121413,41413,80000,Shruti,38,India,INR
675,2025-04-08,IT,Advertising,East,Card,57421,24195,33226,Neha,51,India,INR
676,2025-03-01,Sales,Supplies,International,"Bank Transfer",86908,40272,46636,Sonia,12,US,USD
677,2025-09-18,Operations,Training,Central,"Bank Transfer",94500,60209,34291,Karan,55,India,INR
678,2025-06-05,Support,Contractors,Corporate,"Bank Transfer",129546,16974,112572,Kabir,49,India,INR
679,2025-11-13,Operations,Training,West,Cash,25771,3305,22466,Karan,55,India,INR
680,2025-06-15,IT,Training,International,Card,16254,8211,8043,Neha,51,US,USD
681,2025-02-02,Legal,Software,North,Cash,40716,13195,27521,Shruti,38,India,INR
682,2025-11-12,Legal,Maintenance,Central,Cash,124351,41939,82412,Shruti,38,India,INR
683,2025-07-02,Operations,Software,North,"Bank Transfer",129512,96906,32606,Karan,55,India,INR
684,2025-10-24,Operations,Maintenance,Central,Cash,85493,29796,55697,Karan,55,India,INR
685,2025-11-21,Marketing,Travel,Online,Cash,117481,79376,38105,Ravi,33,Online,Mixed
686,2025-07-04,Finance,Supplies,East,"Bank Transfer",73691,46929,26762,Vikram,49,India,INR
687,2025-06-13,HR,Software,Online,Cash,77281,39131,38150,Amit,53,Online,Mixed
688,2025-12-08,Support,Training,Online,UPI,74701,22848,51853,Kabir,49,Online,Mixed
689,2025-04-21,Operations,Advertising,International,Cash,32519,17359,15160,Karan,55,US,USD
690,2025-10-02,Legal,Advertising,West,"Bank Transfer",62857,45997,16860,Shruti,38,India,INR
691,2025-04-01,Legal,Travel,North,Cash,127081,21224,105857,Shruti,38,India,INR
692,2025-01-10,Procurement,Maintenance,North,UPI,62191,24489,37702,Tara,45,India,INR
693,2025-02-06,Support,Software,South,UPI,10025,5153,4872,Kabir,49,India,INR
694,2025-02-01,Finance,Advertising,Corporate,Cash,70532,23615,46917,Vikram,49,India,INR
695,2025-11-14,Marketing,Supplies,East,"Bank Transfer",91716,49719,41997,Ravi,33,India,INR
696,2025-07-11,Legal,Supplies,International,Cash,96407,24690,71717,Shruti,38,US,USD
697,2025-04-17,R&D,Supplies,East,"Bank Transfer",126291,95031,31260,Divya,55,India,INR
698,2025-08-01,Support,Advertising,South,Cash,24961,11006,13955,Kabir,49,India,INR
699,2025-09-01,Procurement,Contractors,International,Cash,46572,17572,29000,Tara,45,US,USD
700,2025-07-02,Marketing,Supplies,Online,UPI,88794,8207,80587,Ravi,33,Online,Mixed
701,2025-11-10,R&D,Supplies,Corporate,UPI,80293,3659,76634,Divya,55,India,INR
702,2025-02-11,Procurement,Travel,South,Card,45678,13009,32669,Tara,45,India,INR
703,2025-03-03,Procurement,Supplies,Central,Card,114992,6501,108491,Tara,45,India,INR
704,2025-01-18,Support,Travel,West,Card,60499,35483,25016,Kabir,49,India,INR
705,2025-02-13,IT,Advertising,East,Card,92098,18593,73505,Neha,51,India,INR
706,2025-11-10,Operations,Supplies,Central,Cash,90340,66405,23935,Karan,55,India,INR
707,2025-09-02,Finance,Software,South,UPI,74460,13912,60548,Vikram,49,India,INR
708,2025-04-23,Legal,Travel,East,"Bank Transfer",15341,9302,6039,Shruti,38,India,INR
709,2025-05-15,Finance,Supplies,International,UPI,81883,64485,17398,Vikram,49,US,USD
710,2025-01-03,R&D,Advertising,Central,"Bank Transfer",27798,7332,20466,Divya,55,India,INR
711,2025-01-16,Marketing,Utilities,North,UPI,148469,19049,129420,Ravi,33,India,INR
712,2025-09-17,Procurement,Contractors,Central,Cash,78561,41276,37285,Tara,45,India,INR
713,2025-06-05,IT,Travel,Online,UPI,10642,3285,7357,Neha,51,Online,Mixed
714,2025-07-26,Marketing,Advertising,Corporate,UPI,10875,5412,5463,Ravi,33,India,INR
715,2025-12-28,IT,Contractors,Online,Card,18583,10106,8477,Neha,51,Online,Mixed
716,2025-10-03,Sales,Software,South,Card,105437,43346,62091,Sonia,12,India,INR
717,2025-11-28,IT,Advertising,North,Cash,62819,37450,25369,Neha,51,India,INR
718,2025-11-17,Operations,Maintenance,South,UPI,45211,27527,17684,Karan,55,India,INR
719,2025-09-26,R&D,Contractors,Corporate,Cash,57849,44733,13116,Divya,55,India,INR
720,2025-12-01,Operations,Training,East,Card,21431,4995,16436,Karan,55,India,INR
721,2025-07-04,Legal,Maintenance,West,Card,89163,17999,71164,Shruti,38,India,INR
722,2025-07-22,IT,Utilities,East,UPI,73363,2609,70754,Neha,51,India,INR
723,2025-01-22,Sales,Supplies,East,"Bank Transfer",36735,15905,20830,Sonia,12,India,INR
724,2025-12-26,Sales,Utilities,International,"Bank Transfer",86571,36527,50044,Sonia,12,US,USD
725,2025-07-28,Procurement,Travel,International,Cash,94429,46323,48106,Tara,45,US,USD
726,2025-07-11,Finance,Software,Online,Card,133348,33549,99799,Vikram,49,Online,Mixed
727,2025-12-20,Legal,Travel,International,"Bank Transfer",111885,39037,72848,Shruti,38,US,USD
728,2025-05-11,Operations,Training,West,Card,24359,9128,15231,Karan,55,India,INR
729,2025-06-17,Procurement,Maintenance,North,UPI,24728,12680,12048,Tara,45,India,INR
730,2025-04-18,Support,Advertising,South,UPI,31415,19162,12253,Kabir,49,India,INR
731,2025-05-09,HR,Contractors,East,UPI,86439,24147,62292,Amit,53,India,INR
732,2025-05-05,Legal,Maintenance,Online,"Bank Transfer",38787,6701,32086,Shruti,38,Online,Mixed
733,2025-12-25,Marketing,Utilities,Corporate,UPI,105566,55176,50390,Ravi,33,India,INR
734,2025-10-04,HR,Travel,East,Card,15876,6598,9278,Amit,53,India,INR
735,2025-12-24,Support,Travel,South,UPI,122873,86177,36696,Kabir,49,India,INR
736,2025-01-28,IT,Advertising,Online,Cash,123199,59978,63221,Neha,51,Online,Mixed
737,2025-11-27,Legal,Contractors,North,"Bank Transfer",45513,17488,28025,Shruti,38,India,INR
738,2025-07-03,R&D,Contractors,East,Cash,27849,17264,10585,Divya,55,India,INR
739,2025-08-13,Support,Advertising,Online,Cash,134865,39041,95824,Kabir,49,Online,Mixed
740,2025-12-16,Sales,Contractors,Corporate,Cash,125288,87957,37331,Sonia,12,India,INR
741,2025-11-14,Operations,Maintenance,East,UPI,91928,42694,49234,Karan,55,India,INR
742,2025-04-15,Legal,Maintenance,West,UPI,63467,5971,57496,Shruti,38,India,INR
743,2025-10-01,Operations,Training,Online,Cash,34160,23091,11069,Karan,55,Online,Mixed
744,2025-06-26,R&D,Supplies,South,"Bank Transfer",148523,26278,122245,Divya,55,India,INR
745,2025-04-24,IT,Travel,North,Card,62428,13902,48526,Neha,51,India,INR
746,2025-06-11,Procurement,Supplies,Central,"Bank Transfer",106496,82902,23594,Tara,45,India,INR
747,2025-03-09,Operations,Maintenance,East,UPI,95708,30190,65518,Karan,55,India,INR
748,2025-08-14,Sales,Advertising,West,UPI,147849,63085,84764,Sonia,12,India,INR
749,2025-06-02,IT,Software,South,UPI,148863,96971,51892,Neha,51,India,INR
750,2025-04-17,Procurement,Maintenance,International,Card,48873,17547,31326,Tara,45,US,USD
751,2025-04-04,Marketing,Supplies,North,"Bank Transfer",54379,27556,26823,Ravi,33,India,INR
752,2025-06-28,Support,Advertising,North,"Bank Transfer",137467,9529,127938,Kabir,49,India,INR
753,2025-06-08,IT,Contractors,North,UPI,70570,52428,18142,Neha,51,India,INR
754,2025-02-27,IT,Travel,Online,Card,108847,52860,55987,Neha,51,Online,Mixed
755,2025-03-25,Support,Software,Online,"Bank Transfer",69789,27217,42572,Kabir,49,Online,Mixed
756,2025-01-19,Support,Travel,Central,Cash,27022,21503,5519,Kabir,49,India,INR
757,2025-11-14,Sales,Travel,North,UPI,123069,74791,48278,Sonia,12,India,INR
758,2025-07-22,Procurement,Utilities,West,Card,73531,21111,52420,Tara,45,India,INR
759,2025-07-28,HR,Training,International,UPI,71808,36203,35605,Amit,53,US,USD
760,2025-08-15,Marketing,Software,Central,"Bank Transfer",51005,12584,38421,Ravi,33,India,INR
761,2025-06-04,Legal,Maintenance,West,UPI,129503,59481,70022,Shruti,38,India,INR
762,2025-04-06,Marketing,Travel,West,"Bank Transfer",58791,42525,16266,Ravi,33,India,INR
763,2025-08-16,Legal,Maintenance,North,UPI,60017,14507,45510,Shruti,38,India,INR
764,2025-11-20,Legal,Training,North,Cash,107173,2655,104518,Shruti,38,India,INR
765,2025-04-08,Sales,Contractors,South,Cash,24647,9121,15526,Sonia,12,India,INR
766,2025-02-28,Operations,Supplies,Online,"Bank Transfer",65378,18139,47239,Karan,55,Online,Mixed
767,2025-09-06,HR,Maintenance,West,Cash,12133,3390,8743,Amit,53,India,INR
768,2025-08-15,Sales,Training,East,UPI,137460,4201,133259,Sonia,12,India,INR
769,2025-02-24,Procurement,Software,Online,Card,95667,56038,39629,Tara,45,Online,Mixed
770,2025-07-28,R&D,Utilities,North,"Bank Transfer",117367,91849,25518,Divya,55,India,INR
771,2025-08-06,Finance,Travel,North,Cash,116362,36473,79889,Vikram,49,India,INR
772,2025-12-27,HR,Advertising,Corporate,UPI,76126,35343,40783,Amit,53,India,INR
773,2025-07-04,R&D,Training,East,Card,70296,2861,67435,Divya,55,India,INR
774,2025-12-25,Operations,Contractors,Online,Cash,27178,15137,12041,Karan,55,Online,Mixed
775,2025-12-13,Sales,Contractors,Central,"Bank Transfer",96712,10693,86019,Sonia,12,India,INR
776,2025-11-24,HR,Contractors,West,"Bank Transfer",102079,44290,57789,Amit,53,India,INR
777,2025-12-18,Procurement,Advertising,Central,Cash,116608,22091,94517,Tara,45,India,INR
778,2025-05-23,Support,Software,International,Cash,138197,70845,67352,Kabir,49,US,USD
779,2025-04-10,Support,Maintenance,Central,UPI,61380,41617,19763,Kabir,49,India,INR
780,2025-11-19,Legal,Advertising,South,UPI,129320,9646,119674,Shruti,38,India,INR
781,2025-05-15,HR,Software,East,Card,114060,2487,111573,Amit,53,India,INR
782,2025-07-22,Finance,Advertising,Central,UPI,70039,10875,59164,Vikram,49,India,INR
783,2025-02-07,Finance,Training,West,Cash,146411,68739,77672,Vikram,49,India,INR
784,2025-03-24,Finance,Utilities,West,"Bank Transfer",57036,4595,52441,Vikram,49,India,INR
785,2025-09-03,Support,Training,Central,UPI,120616,3559,117057,Kabir,49,India,INR
786,2025-07-07,Support,Contractors,Corporate,"Bank Transfer",55430,11187,44243,Kabir,49,India,INR
787,2025-10-03,Support,Utilities,International,UPI,142953,79511,63442,Kabir,49,US,USD
788,2025-07-21,Legal,Advertising,South,UPI,14835,6954,7881,Shruti,38,India,INR
789,2025-07-15,Support,Advertising,South,"Bank Transfer",61922,48063,13859,Kabir,49,India,INR
790,2025-02-25,Support,Travel,Online,Card,79089,45946,33143,Kabir,49,Online,Mixed
791,2025-06-11,HR,Advertising,East,Card,72701,38119,34582,Amit,53,India,INR
792,2025-10-21,Marketing,Travel,Online,"Bank Transfer",39095,20375,18720,Ravi,33,Online,Mixed
793,2025-11-22,Support,Advertising,International,"Bank Transfer",110319,50334,59985,Kabir,49,US,USD
794,2025-01-21,Sales,Advertising,West,"Bank Transfer",92868,40354,52514,Sonia,12,India,INR
795,2025-12-08,HR,Advertising,East,Card,128726,57628,71098,Amit,53,India,INR
796,2025-11-25,R&D,Maintenance,South,UPI,99447,60361,39086,Divya,55,India,INR
797,2025-09-03,Support,Software,East,"Bank Transfer",26885,12271,14614,Kabir,49,India,INR
798,2025-01-20,Support,Software,North,"Bank Transfer",32736,7315,25421,Kabir,49,India,INR
799,2025-05-16,HR,Software,West,Card,46341,31854,14487,Amit,53,India,INR
800,2025-06-11,Support,Software,Central,Cash,105994,36152,69842,Kabir,49,India,INR
801,2025-07-18,IT,Advertising,Online,Cash,24236,13693,10543,Neha,51,Online,Mixed
802,2025-03-22,Operations,Maintenance,Online,Card,146985,97008,49977,Karan,55,Online,Mixed
803,2025-02-16,Sales,Maintenance,International,UPI,84461,16825,67636,Sonia,12,US,USD
804,2025-04-05,Finance,Contractors,West,Cash,107347,18515,88832,Vikram,49,India,INR
805,2025-12-11,Finance,Maintenance,North,"Bank Transfer",95463,51781,43682,Vikram,49,India,INR
806,2025-11-26,Finance,Training,North,Cash,67239,45189,22050,Vikram,49,India,INR
807,2025-01-24,Sales,Advertising,Central,"Bank Transfer",83847,17391,66456,Sonia,12,India,INR
808,2025-12-28,Legal,Travel,Corporate,"Bank Transfer",62678,45327,17351,Shruti,38,India,INR
809,2025-06-27,Procurement,Utilities,South,Cash,71568,9417,62151,Tara,45,India,INR
810,2025-12-09,Operations,Maintenance,International,"Bank Transfer",94992,29514,65478,Karan,55,US,USD
811,2025-06-22,Support,Training,South,Cash,116310,55389,60921,Kabir,49,India,INR
812,2025-03-08,Procurement,Utilities,South,"Bank Transfer",59414,13474,45940,Tara,45,India,INR
813,2025-08-24,IT,Maintenance,Central,UPI,73009,3198,69811,Neha,51,India,INR
814,2025-05-15,Legal,Travel,West,Cash,123058,32924,90134,Shruti,38,India,INR
815,2025-03-27,Support,Maintenance,South,Cash,127095,70410,56685,Kabir,49,India,INR
816,2025-01-01,Sales,Contractors,Central,Card,112191,14017,98174,Sonia,12,India,INR
817,2025-11-22,Procurement,Supplies,Corporate,"Bank Transfer",147594,75210,72384,Tara,45,India,INR
818,2025-10-18,HR,Advertising,East,Card,29363,16457,12906,Amit,53,India,INR
819,2025-10-04,Finance,Utilities,Central,UPI,136494,46303,90191,Vikram,49,India,INR
820,2025-09-26,Support,Maintenance,International,Card,144767,21934,122833,Kabir,49,US,USD
821,2025-11-18,Sales,Travel,International,Card,14573,9427,5146,Sonia,12,US,USD
822,2025-12-15,Legal,Travel,Online,Cash,109485,81219,28266,Shruti,38,Online,Mixed
823,2025-02-13,R&D,Supplies,West,UPI,5516,3486,2030,Divya,55,India,INR
824,2025-01-18,IT,Supplies,Online,"Bank Transfer",83295,58517,24778,Neha,51,Online,Mixed
825,2025-11-03,Procurement,Travel,West,Cash,120520,15957,104563,Tara,45,India,INR
826,2025-11-16,Marketing,Maintenance,South,Cash,146260,45028,101232,Ravi,33,India,INR
827,2025-01-28,Sales,Utilities,Central,"Bank Transfer",38118,13313,24805,Sonia,12,India,INR
828,2025-01-04,IT,Software,Corporate,Cash,136508,19872,116636,Neha,51,India,INR
829,2025-10-03,Marketing,Contractors,International,Cash,147557,110877,36680,Ravi,33,US,USD
830,2025-04-23,Marketing,Supplies,Central,UPI,33646,21007,12639,Ravi,33,India,INR
831,2025-06-07,Support,Supplies,North,"Bank Transfer",85989,49456,36533,Kabir,49,India,INR
832,2025-06-28,Finance,Contractors,Central,Card,9968,4292,5676,Vikram,49,India,INR
833,2025-11-13,Procurement,Advertising,Corporate,Card,139950,81037,58913,Tara,45,India,INR
834,2025-12-12,Procurement,Contractors,Central,"Bank Transfer",57870,3852,54018,Tara,45,India,INR
835,2025-05-01,Marketing,Utilities,East,Card,144239,84635,59604,Ravi,33,India,INR
836,2025-02-06,Procurement,Training,Online,UPI,95062,75250,19812,Tara,45,Online,Mixed
837,2025-09-23,Sales,Advertising,West,"Bank Transfer",126603,82609,43994,Sonia,12,India,INR
838,2025-11-05,Support,Training,West,Card,139247,43941,95306,Kabir,49,India,INR
839,2025-09-17,Marketing,Supplies,South,Cash,13039,9132,3907,Ravi,33,India,INR
840,2025-11-03,Finance,Maintenance,North,Card,104962,22721,82241,Vikram,49,India,INR
841,2025-02-14,Sales,Utilities,Online,"Bank Transfer",103280,42147,61133,Sonia,12,Online,Mixed
842,2025-02-05,Sales,Travel,East,Cash,115875,92106,23769,Sonia,12,India,INR
843,2025-11-11,Finance,Software,South,Card,33527,3588,29939,Vikram,49,India,INR
844,2025-04-20,IT,Advertising,Online,"Bank Transfer",8205,2864,5341,Neha,51,Online,Mixed
845,2025-10-10,Operations,Utilities,International,Card,84381,38837,45544,Karan,55,US,USD
846,2025-08-23,Operations,Maintenance,East,Card,117292,69788,47504,Karan,55,India,INR
847,2025-02-20,Support,Advertising,International,Cash,111181,84962,26219,Kabir,49,US,USD
848,2025-01-03,IT,Advertising,International,Cash,14004,5132,8872,Neha,51,US,USD
849,2025-02-11,Sales,Training,Central,"Bank Transfer",23040,4204,18836,Sonia,12,India,INR
850,2025-01-07,Marketing,Software,North,Cash,29451,19258,10193,Ravi,33,India,INR
851,2025-08-13,Legal,Supplies,South,Card,26738,20501,6237,Shruti,38,India,INR
852,2025-06-01,R&D,Maintenance,West,UPI,110178,16272,93906,Divya,55,India,INR
853,2025-05-15,Finance,Travel,South,Card,93663,3198,90465,Vikram,49,India,INR
854,2025-06-28,HR,Advertising,Corporate,"Bank Transfer",144267,60165,84102,Amit,53,India,INR
855,2025-01-28,IT,Travel,East,"Bank Transfer",29721,10114,19607,Neha,51,India,INR
856,2025-10-18,Legal,Maintenance,South,Cash,115967,15162,100805,Shruti,38,India,INR
857,2025-01-05,Sales,Advertising,South,Card,104205,64523,39682,Sonia,12,India,INR
858,2025-12-04,Finance,Travel,South,Card,85620,10245,75375,Vikram,49,India,INR
859,2025-05-15,Marketing,Travel,Corporate,Card,71179,35495,35684,Ravi,33,India,INR
860,2025-07-04,HR,Travel,East,"Bank Transfer",135460,92214,43246,Amit,53,India,INR
861,2025-04-01,Sales,Maintenance,North,Cash,108890,69669,39221,Sonia,12,India,INR
862,2025-10-19,Sales,Contractors,East,UPI,122653,2766,119887,Sonia,12,India,INR
863,2025-03-07,HR,Maintenance,North,Cash,38118,19271,18847,Amit,53,India,INR
864,2025-07-17,Marketing,Supplies,North,"Bank Transfer",96880,52280,44600,Ravi,33,India,INR
865,2025-07-04,Legal,Travel,East,"Bank Transfer",111815,34332,77483,Shruti,38,India,INR
866,2025-05-27,Sales,Utilities,North,"Bank Transfer",92737,65822,26915,Sonia,12,India,INR
867,2025-03-16,Marketing,Software,East,Card,19646,7959,11687,Ravi,33,India,INR
868,2025-12-20,Operations,Travel,South,Cash,103349,8620,94729,Karan,55,India,INR
869,2025-07-20,Finance,Training,West,UPI,75691,3297,72394,Vikram,49,India,INR
870,2025-10-19,Sales,Travel,Online,UPI,7963,4790,3173,Sonia,12,Online,Mixed
871,2025-02-07,R&D,Maintenance,East,UPI,79217,61826,17391,Divya,55,India,INR
872,2025-10-07,HR,Training,North,UPI,17422,12243,5179,Amit,53,India,INR
873,2025-12-15,IT,Utilities,South,Cash,136995,20905,116090,Neha,51,India,INR
874,2025-09-24,IT,Supplies,East,Cash,6226,3255,2971,Neha,51,India,INR
875,2025-08-03,Marketing,Supplies,Central,UPI,85994,44795,41199,Ravi,33,India,INR
876,2025-02-03,Marketing,Software,South,Cash,124728,33713,91015,Ravi,33,India,INR
877,2025-03-02,Operations,Contractors,Online,Card,50271,11993,38278,Karan,55,Online,Mixed
878,2025-08-16,Marketing,Advertising,International,UPI,146795,74736,72059,Ravi,33,US,USD
879,2025-04-22,Marketing,Maintenance,South,UPI,61110,37179,23931,Ravi,33,India,INR
880,2025-02-21,Support,Supplies,Central,"Bank Transfer",96588,11702,84886,Kabir,49,India,INR
881,2025-07-06,R&D,Training,South,UPI,46414,24246,22168,Divya,55,India,INR
882,2025-07-03,Finance,Supplies,Online,Card,6244,3074,3170,Vikram,49,Online,Mixed
883,2025-06-20,Support,Supplies,North,Cash,122794,19784,103010,Kabir,49,India,INR
884,2025-10-07,IT,Travel,Central,Cash,66159,31191,34968,Neha,51,India,INR
885,2025-03-18,Sales,Contractors,North,Card,6695,3215,3480,Sonia,12,India,INR
886,2025-11-18,Support,Software,East,"Bank Transfer",145525,81788,63737,Kabir,49,India,INR
887,2025-01-12,Support,Utilities,West,Cash,69138,38147,30991,Kabir,49,India,INR
888,2025-09-13,HR,Supplies,North,"Bank Transfer",137423,65100,72323,Amit,53,India,INR
889,2025-09-14,Sales,Supplies,East,Card,68348,27884,40464,Sonia,12,India,INR
890,2025-07-23,Procurement,Software,South,Card,74956,4429,70527,Tara,45,India,INR
891,2025-04-25,R&D,Travel,Online,Cash,95256,46007,49249,Divya,55,Online,Mixed
892,2025-08-02,Finance,Supplies,North,Card,96698,24623,72075,Vikram,49,India,INR
893,2025-10-01,Support,Maintenance,East,Cash,66442,35104,31338,Kabir,49,India,INR
894,2025-02-11,Operations,Advertising,South,UPI,17505,2835,14670,Karan,55,India,INR
895,2025-10-16,Procurement,Utilities,South,Card,78517,31089,47428,Tara,45,India,INR
896,2025-12-27,Procurement,Software,Corporate,"Bank Transfer",41335,32988,8347,Tara,45,India,INR
897,2025-04-10,Legal,Maintenance,East,Card,41766,25927,15839,Shruti,38,India,INR
898,2025-04-06,Procurement,Supplies,International,Card,70196,21250,48946,Tara,45,US,USD
899,2025-06-01,Operations,Software,International,Card,39118,25630,13488,Karan,55,US,USD
900,2025-09-01,Marketing,Utilities,Corporate,"Bank Transfer",19379,7929,11450,Ravi,33,India,INR
901,2025-11-23,IT,Contractors,International,Cash,86519,27541,58978,Neha,51,US,USD
902,2025-08-03,IT,Advertising,East,"Bank Transfer",38942,4088,34854,Neha,51,India,INR
903,2025-11-25,Operations,Training,Online,Cash,61243,32069,29174,Karan,55,Online,Mixed
904,2025-02-17,IT,Maintenance,South,UPI,80447,37605,42842,Neha,51,India,INR
905,2025-03-01,Operations,Maintenance,Central,"Bank Transfer",50638,10577,40061,Karan,55,India,INR
906,2025-09-19,Marketing,Utilities,Central,"Bank Transfer",84441,64132,20309,Ravi,33,India,INR
907,2025-12-15,Marketing,Supplies,South,UPI,32197,7153,25044,Ravi,33,India,INR
